2021-07-03 12:13:39,30.5,69,1023,2852021-07-03 12:14:17,30.56,70,1023,2862021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:14:23,30.56,70,1023,2852021-07-03 12:15:04,30.56,70,1023,284,30.62,70,1023,282/n,30.56,70,1023,284/n,30.62,70,1023,282/n,30.56,70,1023,281/n,30.56,70,1023,281/n,30.62,70,1023,281/n,30.56,70,1023,281/n,30.56,70,1023,282/n,30.56,70,1023,282/n,30.62,70,1023,283
,30.56,70,1023,287
,30.62,70,1023,288
,30.62,70,1023,286
,30.62,70,1023,286
,30.62,70,1023,288
,30.56,70,1023,288
,30.62,70,1023,289
2021-07-03 12:18:29,30.62,70,1023,288
2021-07-03 12:18:29,30.62,70,1023,288
2021-07-03 12:18:36,30.62,70,1023,285
2021-07-03 12:18:43,30.62,70,1023,286
2021-07-03 12:18:50,30.62,70,1023,290
2021-07-03 12:18:56,30.62,70,1023,290
2021-07-03 12:18:56,30.62,70,1023,291
2021-07-03 12:18:56,30.62,70,1023,291
2021-07-03 12:19:10,30.56,70,1023,290
2021-07-03 12:19:10,30.56,70,1023,290
2021-07-03 12:19:18,30.62,70,1023,290
2021-07-03 12:19:25,30.62,70,1023,288
2021-07-03 12:19:32,30.62,70,1023,287
2021-07-03 12:19:38,30.62,70,1023,285
2021-07-03 12:19:38,30.62,70,1023,285
2021-07-03 12:19:45,30.62,70,1023,284
2021-07-03 12:19:52,30.62,70,1023,283
2021-07-03 12:19:59,30.62,69,1023,283
2021-07-03 12:20:05,30.62,70,1023,282
2021-07-03 12:20:05,30.62,70,1023,282
2021-07-03 12:20:14,30.62,69,1023,282
2021-07-03 12:20:21,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:282
2021-07-03 12:20:21,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:282
2021-07-03 12:20:27,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:281
2021-07-03 12:20:27,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:281
2021-07-03 12:20:27,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:281
2021-07-03 12:20:27,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:281
2021-07-03 12:20:51,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:281
2021-07-03 12:20:58,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:282
2021-07-03 12:20:58,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:282
2021-07-03 12:21:06,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:282
2021-07-03 12:21:13,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:207
2021-07-03 12:21:20,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:217
2021-07-03 12:21:20,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:217
2021-07-03 12:21:26,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:186
2021-07-03 12:21:33,空气温度:30.62,空气湿度:70,土壤湿度:1023,光照强度:135
2021-07-03 12:21:40,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:690
2021-07-03 12:21:40,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:690
2021-07-03 12:21:48,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:165
2021-07-03 12:21:55,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:197
2021-07-03 12:22:02,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:181
2021-07-03 12:22:02,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:181
2021-07-03 12:22:08,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:186
2021-07-03 12:22:15,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:22:15,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:22:15,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:22:15,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:22:15,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:22:15,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:22:50,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:183
2021-07-03 12:22:50,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:183
2021-07-03 12:22:57,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:184
2021-07-03 12:23:04,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:183
2021-07-03 12:23:11,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:182
2021-07-03 12:23:17,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:177
2021-07-03 12:23:17,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:177
2021-07-03 12:23:24,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:175
2021-07-03 12:23:31,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:176
2021-07-03 12:23:31,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:176
2021-07-03 12:23:44,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:177
2021-07-03 12:23:44,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:177
2021-07-03 12:23:51,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:176
2021-07-03 12:23:58,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:178
2021-07-03 12:24:05,空气温度:30.68,空气湿度:69,土壤湿度:1023,光照强度:178
2021-07-03 12:24:11,空气温度:30.68,空气湿度:69,土壤湿度:1023,光照强度:178
2021-07-03 12:24:11,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:174
2021-07-03 12:24:18,空气温度:30.68,空气湿度:69,土壤湿度:1023,光照强度:174
2021-07-03 12:24:25,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:173
2021-07-03 12:24:32,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:172
2021-07-03 12:24:32,空气温度:30.62,空气湿度:69,土壤湿度:1023,光照强度:172
